channel_id,name,url,http_status,shopify,cafe24,platform_detected,note
7,+81,https://www.plus81.id,200,True,False,shopify,
73,032c,https://www.032c.com,200,True,False,shopify,
55,082plus,https://www.082plus.com,200,True,False,shopify,
94,11747391,https://www.11747391.net,200,True,False,shopify,
9,8DIVISION,https://www.8division.com,200,False,True,cafe24,
6,ADDICTED,https://www.addictedseoul.com,200,True,False,shopify,
129,AFB,https://www.afb-afb-afb.com,200,True,False,shopify,
5,empty,https://www.empty.seoul.kr,200,False,True,cafe24,
42,grds,https://www.grds.com,200,False,True,cafe24,
112,NOCLAIM,https://www.noclaim.co.kr,200,False,True,cafe24,
25,obscura,https://www.obscura-store.com,200,False,True,cafe24,
77,PARLOUR,https://www.parlour.kr,200,False,True,cafe24,
31,SCULP STORE,https://www.sculpstore.com,200,False,True,cafe24,
66,Unipair,https://www.unipair.com,200,False,True,cafe24,
122,18 East,https://www.18east.co,200,False,False,,custom platform suspected
79,A.A. Spectrum,https://www.aaspectrumstore.com,200,False,False,,custom platform suspected
24,a.dresser,https://www.adressershop.com,200,False,False,,custom platform suspected
50,about:blank,https://www.about---blank.com,429,False,False,,custom platform suspected
13,ACRMTSM,https://www.acrmtsm.jp,200,False,False,,custom platform suspected
67,ADEKUVER,https://www.adekuver.com,200,False,False,,custom platform suspected
1,Alfred,https://www.thegreatalfred.com,200,False,False,,custom platform suspected
8,ALIVEFORM,https://www.aliveform.bio,200,False,False,,custom platform suspected
145,ANACHRONORM,https://www.anachronorm.jp,200,False,False,,custom platform suspected
39,and wander,https://www.andwander.co.kr,200,False,False,,custom platform suspected
148,ANNMS Shop,https://www.annmsshop.com,429,False,False,,custom platform suspected
128,APPLIXY,https://www.applixy.com,200,False,False,,custom platform suspected
135,ARKnets,https://www.arknets.co.jp,200,False,False,,custom platform suspected
136,Attic,https://www.attic-sendai.com,429,False,False,,custom platform suspected
44,AXEL ARIGATO,https://www.axelarigato.com,200,False,False,,custom platform suspected
123,baloriginal,https://global.baloriginal.com,429,False,False,,custom platform suspected
151,BAYCREW'S,https://www.baycrews.jp,403,False,False,,custom platform suspected
32,BIZZARE,https://www.bizzare.co.kr,200,False,False,,custom platform suspected
70,BlackEyePatch,https://www.blackeyepatch.com,429,False,False,,custom platform suspected
130,Blue Monte,https://www.bluemonte.store,429,False,False,,custom platform suspected
159,Bodega,https://bdgastore.com,429,False,False,,custom platform suspected
99,Borderline,https://www.borderlineofficial.com,429,False,False,,custom platform suspected
11,BoTT,https://www.birthoftheteenager.com,429,False,False,,custom platform suspected
69,Brother Brother,https://www.brotherbrother.us,429,False,False,,custom platform suspected
74,browniegift,https://www.brownieonline.jp,400,False,False,,custom platform suspected
153,Camperlab,https://www.camperlab.com,200,False,False,,custom platform suspected
121,Casestudy,https://www.casestudystore.co.kr,200,False,False,,custom platform suspected
30,CAYL,https://www.cayl.co.kr,200,False,False,,custom platform suspected
41,CHERRY LA,https://www.cherryla.com,429,False,False,,custom platform suspected
60,CIOTA,https://shop.ciota.jp,429,False,False,,custom platform suspected
37,CLESSTE,https://www.clesste.com,,False,False,,"[Errno 8] nodename nor servname provided, or not known"
102,cocorozashi,https://shop.cocorozashi.jp,429,False,False,,custom platform suspected
57,COEVO,https://www.coevo.com,500,False,False,,custom platform suspected
81,Cole Buxton,https://www.colebuxton.com,429,False,False,,custom platform suspected
140,cornelian taurus,https://www.corneliantaurus.com,429,False,False,,custom platform suspected
124,COVERCHORD,https://www.coverchord.com,429,False,False,,custom platform suspected
113,côte&ciel,https://apac.coteetciel.com,429,False,False,,custom platform suspected
134,D-R-G-N,https://family.d-r-g-n.com,429,False,False,,custom platform suspected
15,DIGAWEL,https://store.digawel.com,429,False,False,,custom platform suspected
155,Dover Street Market,https://store.doverstreetmarket.com,,False,False,,"[Errno 8] nodename nor servname provided, or not known"
48,ECRU Online,https://www.ecru.co.kr,200,False,False,,custom platform suspected
90,EFFORTLESS,https://www.effortless-store.com,200,False,False,,custom platform suspected
33,elephant TRIBAL fabrics,https://elephab.buyshop.jp,200,False,False,,custom platform suspected
58,enfin levé,https://www.enfinleve.com,429,False,False,,custom platform suspected
47,ETC SEOUL,https://www.etcseoul.com,200,False,False,,custom platform suspected
91,Evisen Skateboards,https://shop.evisenskateboards.com,429,False,False,,custom platform suspected
97,EYTYS,https://www.eytys.com,429,False,False,,custom platform suspected
93,F-LAGSTUF-F,https://www.f-lagstuf-f.com,429,False,False,,custom platform suspected
152,F/CE,https://www.fce-store.com,200,False,False,,custom platform suspected
53,Family 3.0,https://www.family3-0.com,429,False,False,,custom platform suspected
133,FASCINATE,https://www.fascinate-online.com,429,False,False,,custom platform suspected
88,fazeone,https://www.faze-one.com,429,False,False,,custom platform suspected
137,FLATLIST EYEWEAR,https://www.flatlisteyewear.com,429,False,False,,custom platform suspected
103,FreshService,https://asia.freshservice.jp,429,False,False,,custom platform suspected
14,Goldwin,https://www.goldwin-global.com,200,False,False,,custom platform suspected
75,GOLF WANG,https://www.golfwang.com,429,False,False,,custom platform suspected
158,Goodhood,https://goodhoodstore.com,429,False,False,,custom platform suspected
61,GOOUTSTORE,https://gooutstore.cafe24.com,200,False,False,,custom platform suspected
64,Goral Shoes,https://www.goral-shoes.co.uk,429,False,False,,custom platform suspected
62,GREATS,https://www.greats.com,429,False,False,,custom platform suspected
127,grounds,https://kr.grounds-fw.com,429,False,False,,custom platform suspected
125,Guerrilla-Group,https://www.guerrilla-group.co,429,False,False,,custom platform suspected
65,H. Lorenzo,https://www.hlorenzo.com,429,False,False,,custom platform suspected
84,HAMCUS,https://www.hamc.us,429,False,False,,custom platform suspected
45,Harrods,https://www.harrods.com,,False,False,,custom platform suspected
156,HBX,https://hbx.com,200,False,False,,custom platform suspected
43,heritagefloss,https://www.heritagefloss.com,200,False,False,,custom platform suspected
150,hideandseekStore,https://www.hideandseekstore.com,429,False,False,,custom platform suspected
40,HIP,https://www.thehipstore.co.uk,200,False,False,,custom platform suspected
138,HOUSE OF ERRORS,https://www.houseoferrors.org,429,False,False,,custom platform suspected
12,JACK in the NET,https://store.jb-voice.co.jp,429,False,False,,custom platform suspected
85,Joe Freshgoods,https://www.joefreshgoods.com,429,False,False,,custom platform suspected
4,KA-YO,https://www.ka-yo.com,200,False,False,,custom platform suspected
147,KARMUEL YOUNG,https://www.karmuelyoung.com,429,False,False,,custom platform suspected
105,Kasina,https://www.kasina.co.kr,200,False,False,,custom platform suspected
36,Kerouac,https://www.kerouac.okinawa,,False,False,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] ssl/tls alert handshake failure (_ssl.c:1010)
115,Laid back,https://laidback0918.shop-pro.jp,200,False,False,,custom platform suspected
38,Liberaiders,https://www.liberaiders.jp,429,False,False,,custom platform suspected
83,Limited Edt,https://www.limitededt.com,429,False,False,,custom platform suspected
106,Linden Is Enough,https://www.lindenisenough.com,429,False,False,,custom platform suspected
46,LTTT,https://www.lttt.life,200,False,False,,custom platform suspected
149,LU'U DAN,https://www.luu-dan.com,429,False,False,,custom platform suspected
126,Maharishi,https://www.maharishistore.com,429,False,False,,custom platform suspected
34,MaisonShunIshizawa store,https://www.maisonshunishizawa.online,403,False,False,,custom platform suspected
54,MARKAWARE,https://www.markaware.jp,429,False,False,,custom platform suspected
2,Meclads,https://www.meclads.com,200,False,False,,custom platform suspected
120,Mercari (메루카리),https://jp.mercari.com,200,False,False,,custom platform suspected
119,MKI MIYUKI ZOKU,https://www.mkistore.co.uk,429,False,False,,custom platform suspected
27,MODE MAN,https://www.mode-man.com,200,False,False,,custom platform suspected
63,MusterWerk,https://www.musterwerk-sud.com,403,False,False,,custom platform suspected
116,nightwaks,https://www.nightwaks.com,200,False,False,,custom platform suspected
117,NOMAD,https://www.nomadshop.net,429,False,False,,custom platform suspected
143,NUBIAN,https://www.nubiantokyo.com,429,False,False,,custom platform suspected
23,NƏW LIGHT,https://www.new-light-okinawa.com,429,False,False,,custom platform suspected
3,Openershop,https://www.openershop.co.kr,200,False,False,,custom platform suspected
132,PALACE SKATEBOARDS,https://shop.palaceskateboards.com,,False,False,,Exceeded maximum allowed redirects.
111,PAN KANAZAWA,https://www.pan-kanazawa.com,429,False,False,,custom platform suspected
10,Patta,https://kr.patta.nl,429,False,False,,custom platform suspected
80,Pherrow's,https://www.pherrows.tokyo,,False,False,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010)
142,PICANTE,https://www.picante.shop,429,False,False,,custom platform suspected
109,process,https://www.process-store.com,429,False,False,,custom platform suspected
52,Rino Store,https://www.rinostore.co.kr,200,False,False,,custom platform suspected
49,ROA,https://www.roa-hiking.com,429,False,False,,custom platform suspected
107,Rocky Mountain Featherbed,https://www.rocky-mountain-featherbed.com,429,False,False,,custom platform suspected
29,Rogues,https://www.rogues.co.jp,200,False,False,,custom platform suspected
95,ROMBAUT,https://www.rombaut.com,429,False,False,,custom platform suspected
101,ROOM ONLINE STORE,https://www.room-onlinestore.jp,200,False,False,,custom platform suspected
108,SEVENSTORE,https://www.sevenstore.com,403,False,False,,custom platform suspected
92,SHRED,https://www.srd-osaka.com,200,False,False,,custom platform suspected
118,Sky High Farm Goods,https://www.skyhighfarmgoods.com,429,False,False,,custom platform suspected
21,Slam Jam,https://www.slamjam.com,429,False,False,,custom platform suspected
157,Slam Jam,https://slamjam.com,429,False,False,,custom platform suspected
78,SOMEIT,https://someit.stores.jp,403,False,False,,custom platform suspected
18,SOUTH STORE,https://www.southstore-online.com,429,False,False,,custom platform suspected
131,Stone Island,https://www.stoneisland.com,403,False,False,,custom platform suspected
19,Story mfg.,https://www.storymfg.com,429,False,False,,custom platform suspected
96,Stüssy,https://kr.stussy.com,429,False,False,,custom platform suspected
59,Sun Chamber Society,https://www.sunchambersociety.com,200,False,False,,custom platform suspected
100,Séfr,https://www.sefr-online.com,200,False,False,,custom platform suspected
71,The Loop Running Supply,https://www.thelooprunning.com,429,False,False,,custom platform suspected
17,THE NATURES,https://www.thenatures.jp,429,False,False,,custom platform suspected
139,The Real McCoy's,https://www.therealmccoys.jp,,False,False,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010)
82,The Trilogy Tapes,https://www.thetrilogytapes.com,200,False,False,,custom platform suspected
28,THEXSHOP,https://www.thexshop.co.kr,200,False,False,,custom platform suspected
76,This Thing Of Ours,https://www.thisthingofours.co.uk,429,False,False,,custom platform suspected
22,thisisneverthat,https://www.thisisneverthat.com,200,False,False,,custom platform suspected
98,TIGHTBOOTH,https://shop.tightbooth.com,200,False,False,,custom platform suspected
144,TINY OSAKA,https://www.tinyworld.jp,200,False,False,,custom platform suspected
68,TITY,https://tity.ocnk.net,200,False,False,,custom platform suspected
26,Tree and Branch,https://www.treeandbranch.com,429,False,False,,custom platform suspected
72,TTTMSW,https://www.tttmsw.jp,200,False,False,,custom platform suspected
146,TUNE.KR,https://www.tune.kr,,False,False,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] ssl/tls alert handshake failure (_ssl.c:1010)
56,Two Frogs,https://www.twofrogsofficial.com,429,False,False,,custom platform suspected
141,UNDERCOVER Kanazawa,https://undercoverk.theshop.jp,200,False,False,,custom platform suspected
16,unexpected store,https://www.unexpected-store.com,429,False,False,,custom platform suspected
114,Velour Garments,https://www.velourgarments.eu,429,False,False,,custom platform suspected
20,VINAVAST,https://www.vinavast.co,200,False,False,,custom platform suspected
86,Warren Lotas,https://www.warrenlotas.com,200,False,False,,custom platform suspected
110,weareallhumans,https://www.weareallhumans.com,429,False,False,,custom platform suspected
104,wegenk,https://www.wegenk.com,200,False,False,,custom platform suspected
89,YOKE,https://www.yoketokyo.com,429,False,False,,custom platform suspected
35,브레슈 (Breche),https://www.breche-online.com,200,False,False,,custom platform suspected
87,블루스맨 (Bluesman),https://www.bluesman.co.kr,200,False,False,,custom platform suspected
51,앤드헵 (Pheb),https://shop.pheb.jp,200,False,False,,custom platform suspected
